"Date Purchased","Promise Date","Shipped Date","Delivery Date","Order ID","Order Item ID",Barcode,Qty,Category,Country,Channel,Supplier,Total,"Total USD","Priced At supplier","Order Status","Item Status","Handover to Carrier"
"09/09/2022 08:14:01",08/10/2022,10/09/2022,14/09/2022,96636000,7694386,9780241452639,1,Books,"United States","Amazon US1 [45]","FPC WorldFront Stock - LAX [888]","34.70 USD",34.70,"FPC WorldFront Stock - LAX [888]",Shipped,Shipped,09/09/2022
"07/09/2022 17:42:55",07/10/2022,08/09/2022,,95265179,7688022,0602507369187,1,Music,"United States","Amazon US1 [45]","FPC Amazon FBA - US1 [2119]","31.12 USD",31.12,"FPC Amazon FBA - US1 [2119]",Shipped,Shipped,
"05/09/2022 21:36:40",08/10/2022,09/09/2022,26/09/2022,92204890,7679666,4545784040331,1,Toys,"United States","Amazon US1 [45]","FPW Amazon UK Toys [1589]","134.00 USD",134.00,"FPW Amazon UK Toys [1589]",Shipped,Shipped,20/09/2022
"04/09/2022 05:27:21",12/10/2022,,,96104021,7673474,9781632366429,1,Books,"United States","Amazon US1 [45]",,"68.06 USD",68.06,"FPC LA/NJ Penguin Random House US [1261]",Canceled,Processing,
"03/09/2022 15:14:05",06/10/2022,04/09/2022,,98037741,7671812,0081227966409,1,Music,"United States","Amazon US1 [45]",,"26.67 USD",26.67,"FPC Amazon FBA - US1 [2119]",Canceled,Shipped,
"02/09/2022 08:14:06",07/10/2022,,,99215078,7666400,9781585285457,2,Books,"United States","Amazon US1 [45]",,"162.60 USD",162.60,"FPW Eurospan [1352]",Canceled,Processing,
"02/09/2022 08:14:06",07/10/2022,,,99215078,7666428,9781585285457,1,Books,"United States","Amazon US1 [45]","FPW Eurospan [1352]","81.30 USD",81.30,"FPW Eurospan [1352]",Canceled,Processing,
"28/08/2022 16:23:53",01/10/2022,06/09/2022,19/09/2022,96913690,7647110,9780357124987,1,Books,"United States","Amazon US1 [45]","FRL Cengage AU [140]","138.00 USD",138.00,"FRL Cengage AU [140]",Shipped,Shipped,06/09/2022
"27/08/2022 10:00:24",12/10/2022,09/09/2022,,97326513,7642396,9780132349680,3,Books,"United States","Amazon US1 [45]","FPW Paperbackshop [1832]","145.20 USD",145.20,"FPW Paperbackshop [1832]",Shipped,Shipped,13/09/2022
"27/08/2022 04:53:12",04/10/2022,08/09/2022,20/09/2022,91379082,7641294,9781260092516,1,Books,"United States","Amazon US1 [45]","FRL McGraw-Hill AU [144]","118.00 USD",118.00,"FRL McGraw-Hill AU [144]",Shipped,Shipped,09/09/2022
"25/08/2022 13:49:29",27/09/2022,26/08/2022,,90266823,7634896,0008811191726,1,Music,"United States","Amazon US1 [45]",,"9.54 USD",9.54,"FPC Amazon FBA - US1 [2119]",Canceled,Shipped,
"24/08/2022 16:28:08",29/09/2022,30/08/2022,03/09/2022,91861165,7631288,9781632366429,1,Books,"United States","Amazon US1 [45]","FPC LA/NJ Penguin Random House US [1261]","68.06 USD",68.06,"FPC LA/NJ Penguin Random House US [1261]",Shipped,Shipped,30/08/2022
"24/08/2022 03:00:19",24/09/2022,27/09/2022,,90331500,7628476,9780981914657,1,Books,"United States","Amazon US1 [45]","FPC Amazon FBA - US1 [2119]","27.27 USD",27.27,"FPC NJ IPG Books [1362]",Shipped,Shipped,
"23/08/2022 09:52:25",23/09/2022,27/09/2022,,99845879,7625644,9780981914657,1,Books,"United States","Amazon US1 [45]","FPC Amazon FBA - US1 [2119]","27.31 USD",27.31,"FPC NJ IPG Books [1362]",Shipped,Shipped,
"21/08/2022 19:16:41",27/09/2022,02/09/2022,17/09/2022,95802810,7619847,9781760899455,1,Books,"United States","Amazon US1 [45]","FRL United Book Distributors AU [138]","22.58 USD",22.58,"FRL United Book Distributors AU [138]",Shipped,Shipped,05/09/2022
"21/08/2022 10:53:17",22/09/2022,22/08/2022,,92118315,7618459,9781529421330,1,Books,"United States","Amazon US1 [45]","WFL WorldFront Stock - AKL [999]","27.61 USD",27.61,"WFL WorldFront Stock - AKL [999]",Shipped,Shipped,26/08/2022
"21/08/2022 05:49:46",24/09/2022,30/08/2022,,92536439,7617547,5055201810823,1,Movies,"United States","Amazon US1 [45]","FPW Moovies Distribution [1526]","16.59 USD",16.59,"FPW Lasgo Chrysalis [1535]",Shipped,Shipped,02/09/2022
"20/08/2022 06:49:54",27/09/2022,23/08/2022,16/09/2022,92735993,7614054,9781401299477,1,Books,"United States","Amazon US1 [45]","FRL United Book Distributors AU [138]","69.69 USD",69.69,"FRL United Book Distributors AU [138]",Shipped,Shipped,26/08/2022
"20/08/2022 03:57:27",24/09/2022,03/09/2022,,90442980,7613517,0602577470844,1,Music,"United States","Amazon US1 [45]","FPW Amazon UK Manual [1603]","44.88 USD",44.88,"Reservable Inbound Stock - LHR [2200]",Shipped,Shipped,05/09/2022
"18/08/2022 15:26:34",20/09/2022,22/09/2022,,90594834,7607934,9780981914657,1,Books,"United States","Amazon US1 [45]",,"27.31 USD",27.31,"FPC NJ IPG Books [1362]",Canceled,Shipped,
"18/08/2022 08:01:05",30/09/2022,,,93940672,7606659,0843190008520,1,Music,"United States","Amazon US1 [45]",,"13.74 USD",13.74,"FPW Proper Music Group [2082]",Canceled,Processing,
"17/08/2022 12:42:28",17/09/2022,17/09/2022,26/09/2022,90135051,7603868,0194398021218,1,Music,"United States","Amazon US1 [45]","FPC LA/NJ Isotope Music Ltd CA (Currently LA Only) [2077]","33.01 USD",33.01,"FPC LA/NJ Isotope Music Ltd CA (Currently LA Only) [2077]",Shipped,Shipped,19/09/2022
"16/08/2022 16:13:58",16/09/2022,20/09/2022,26/09/2022,96430721,7600966,9780981914657,1,Books,"United States","Amazon US1 [45]","FPC WorldFront Stock - LAX [888]","27.31 USD",27.31,"FPC NJ IPG Books [1362]",Shipped,Shipped,19/09/2022
"16/08/2022 06:35:12",16/09/2022,24/08/2022,,97520940,7599075,9780810989580,1,Books,"United States","Amazon US1 [45]","FPC LA/NJ Hachette US [1277]","32.61 USD",32.61,"FPC LA/NJ Hachette US [1277]",Shipped,Shipped,
"16/08/2022 03:54:38",20/09/2022,09/09/2022,,97530929,7598593,9780349434339,1,Books,"United States","Amazon US1 [45]","FPW Baker & Taylor UK [1991]","16.51 USD",16.51,"FPW Hachette [1834]",Shipped,Shipped,12/09/2022
"15/08/2022 23:56:05",20/09/2022,24/08/2022,22/09/2022,97473887,7598077,5014797903494,1,Music,"United States","Amazon US1 [45]","FPW Proper Music Group - Wholesale Feed [2179]","188.00 USD",188.00,"FPW Proper Music Group - Wholesale Feed [2179]",Shipped,Shipped,07/09/2022
"15/08/2022 16:44:35",17/09/2022,02/09/2022,,96036265,7597236,5013929733626,1,Music,"United States","Amazon US1 [45]","FPW Lasgo Chrysalis [1535]","18.29 USD",18.29,"FPW Lasgo Chrysalis [1535]",Shipped,Shipped,02/09/2022
"15/08/2022 15:57:42",17/09/2022,13/09/2022,,97372683,7597116,5051892005784,1,Movies,"United States","Amazon US1 [45]","FPW WorldFront Stock LHR [777]","17.39 USD",17.39,"FPW Lasgo Chrysalis [1535]",Shipped,Shipped,15/09/2022
"15/08/2022 12:36:25",17/09/2022,09/09/2022,,93512082,7596517,9780349434339,1,Books,"United States","Amazon US1 [45]","FPC WorldFront Stock - LAX [888]","16.51 USD",16.51,"FPW CBL Distribution Limited [1739]",Shipped,Shipped,12/09/2022
"15/08/2022 08:27:08",17/09/2022,,,95691767,7595797,9781421564128,1,Books,"United States","Amazon US1 [45]",,"14.76 USD",14.76,"FPC LA/NJ Bookazine [1278]",Canceled,Processing,
"14/08/2022 15:59:18",17/09/2022,06/09/2022,,90757703,7593717,0078636793023,1,Music,"United States","Amazon US1 [45]","FPW Isotope Music [2020]","16.03 USD",16.03,"FPW Sony Music [2107]",Shipped,Shipped,06/09/2022
"14/08/2022 05:50:24",17/09/2022,,,98231087,7591994,9781421564128,1,Books,"United States","Amazon US1 [45]",,"14.76 USD",14.76,"FPC LA/NJ Bookazine [1278]",Canceled,Processing,
"14/08/2022 04:26:15",17/09/2022,19/08/2022,23/09/2022,94783166,7591706,9780963270702,1,Books,"United States","Amazon US1 [45]","FRL United Book Distributors AU [138]","16.61 USD",16.61,"FPW Penguin [1301]",Shipped,Shipped,01/09/2022
"14/08/2022 04:26:12",17/09/2022,19/08/2022,24/09/2022,98847077,7591704,9780963270702,1,Books,"United States","Amazon US1 [45]","FRL United Book Distributors AU [138]","16.61 USD",16.61,"FPW Penguin [1301]",Shipped,Shipped,01/09/2022
"14/08/2022 01:11:30",17/09/2022,12/09/2022,,93015408,7591008,9780963270702,1,Books,"United States","Amazon US1 [45]","FPW Penguin [1301]","16.61 USD",16.61,"FPW Penguin [1301]",Shipped,Shipped,13/09/2022
"14/08/2022 00:36:23",17/09/2022,12/09/2022,,94001286,7590922,9780963270702,1,Books,"United States","Amazon US1 [45]","FPW Penguin [1301]","16.61 USD",16.61,"FPW Penguin [1301]",Shipped,Shipped,15/09/2022
"14/08/2022 00:04:08",17/09/2022,09/09/2022,,91392828,7590852,9780963270702,1,Books,"United States","Amazon US1 [45]","FPW Gardners [16]","16.61 USD",16.61,"FPW Penguin [1301]",Shipped,Shipped,12/09/2022
"13/08/2022 23:53:38",17/09/2022,15/09/2022,,96648710,7590829,9780963270702,1,Books,"United States","Amazon US1 [45]","FPW WorldFront Stock LHR [777]","16.61 USD",16.61,"FPW Penguin [1301]",Shipped,Shipped,16/09/2022
"13/08/2022 23:41:14",17/09/2022,12/09/2022,,98221448,7590806,9780963270702,1,Books,"United States","Amazon US1 [45]","FPW Penguin [1301]","16.61 USD",16.61,"FPW Penguin [1301]",Shipped,Shipped,15/09/2022
"13/08/2022 22:21:19",20/09/2022,26/09/2022,,95112989,7590652,9781921941542,1,Books,"United States","Amazon US1 [45]","WFL Harper NZ [12]","48.59 USD",48.59,"WFL Harper NZ [12]",Shipped,Shipped,27/09/2022
"13/08/2022 13:27:26",17/09/2022,07/09/2022,,94539577,7589094,9780963270702,1,Books,"United States","Amazon US1 [45]","FPW Gardners [16]","18.94 USD",18.94,"FPW Penguin [1301]",Shipped,Shipped,12/09/2022
"13/08/2022 05:11:57",17/09/2022,15/09/2022,,96026102,7587574,5099902987613,1,Music,"United States","Amazon US1 [45]","FPW Warner Music [2108]","31.07 USD",31.07,"FPW Warner Music [2108]",Shipped,Shipped,16/09/2022
"13/08/2022 03:55:18",17/09/2022,27/08/2022,,93902616,7587385,9781912740130,1,Books,"United States","Amazon US1 [45]","FPW Turnaround Publisher Services [1402]","30.10 USD",30.10,"FPW Turnaround Publisher Services [1402]",Shipped,Shipped,30/08/2022
"12/08/2022 15:14:18",16/09/2022,13/09/2022,,97517951,7585682,5099902987613,1,Music,"United States","Amazon US1 [45]","FPW Warner Music [2108]","31.35 USD",31.35,"FPW Warner Music [2108]",Shipped,Shipped,15/09/2022
"12/08/2022 08:29:05",17/09/2022,22/08/2022,21/09/2022,99557440,7584021,9781260084658,1,Books,"United States","Amazon US1 [45]","FRL McGraw-Hill AU [144]","107.00 USD",107.00,"FRL McGraw-Hill AU [144]",Shipped,Shipped,27/08/2022
"12/08/2022 06:50:48",17/09/2022,19/08/2022,,98890057,7583781,9780495908241,1,Books,"United States","Amazon US1 [45]","FRL Cengage AU [140]","76.76 USD",76.76,"FRL Cengage AU [140]",Shipped,Shipped,29/08/2022
"11/08/2022 16:02:58",16/09/2022,07/09/2022,26/09/2022,98386831,7582109,9781742990064,1,Books,"United States","Amazon US1 [45]","FRL Scholastic Australia [132]","28.22 USD",28.22,"FRL Scholastic Australia [132]",Shipped,Shipped,07/09/2022
"11/08/2022 15:15:55",13/09/2022,,,93191729,7581985,0743211055710,1,Music,"United States","Amazon US1 [45]",,"30.75 USD",30.75,"FPC LA/NJ Isotope Music Ltd CA (Currently LA Only) [2077]",Canceled,Processing,
"11/08/2022 12:51:46",16/09/2022,18/08/2022,,98151455,7581533,9781138842236,1,Books,"United States","Amazon US1 [45]","FRL Taylor & Francis [1976]","52.34 USD",52.34,"FRL Taylor & Francis [1976]",Shipped,Shipped,23/08/2022
"11/08/2022 06:24:52",15/09/2022,22/08/2022,,99530310,7580251,0823564685625,1,Music,"United States","Amazon US1 [45]","FPW Plastic Head Distribution [2096]","12.78 USD",12.78,"FPW Gardners Music [1096]",Shipped,Shipped,23/08/2022
"11/08/2022 04:15:38",16/09/2022,19/08/2022,21/09/2022,94935763,7579872,9781260098310,1,Books,"United States","Amazon US1 [45]","FRL McGraw-Hill AU [144]","70.94 USD",70.94,"FRL McGraw-Hill AU [144]",Shipped,Shipped,29/08/2022
"11/08/2022 02:40:24",15/09/2022,16/08/2022,,98736182,7579629,0602577470844,1,Music,"United States","Amazon US1 [45]","FPW Amazon Music [1956]","36.29 USD",36.29,"FPW Amazon Music [1956]",Shipped,Shipped,16/08/2022
"10/08/2022 17:25:51",10/09/2022,09/09/2022,,96158388,7578572,0858978005875,1,Music,"United States","Amazon US1 [45]",,"17.09 USD",17.09,"FPC LA/NJ Isotope Music Ltd CA (Currently LA Only) [2077]",Canceled,Shipped,
"10/08/2022 15:52:00",14/09/2022,17/08/2022,,97611182,7578313,4024572662318,1,Music,"United States","Amazon US1 [45]","FPW Gardners Music [1096]","19.87 USD",19.87,"FPW Gardners Music [1096]",Shipped,Shipped,17/08/2022
"10/08/2022 09:46:17",14/09/2022,17/08/2022,,92839680,7577064,5099902987613,1,Music,"United States","Amazon US1 [45]","FPW Warner Music [2108]","32.47 USD",32.47,"FPW Warner Music [2108]",Shipped,Shipped,18/08/2022
"10/08/2022 05:14:29",14/09/2022,17/08/2022,,96836614,7576158,0798577139123,1,Music,"United States","Amazon US1 [45]","FPW Gardners Music [1096]","16.09 USD",16.09,"FPW Gardners Music [1096]",Shipped,Shipped,17/08/2022
"10/08/2022 00:58:13",15/09/2022,12/08/2022,07/09/2022,93107117,7575597,9781851245277,1,Books,"United States","Amazon US1 [45]","FRL Alliance AU [141]","22.01 USD",22.01,"FRL Alliance AU [141]",Shipped,Shipped,17/08/2022
"09/08/2022 17:11:05",13/09/2022,19/08/2022,21/09/2022,93766034,7574630,9783030885922,1,Books,"United States","Amazon US1 [45]","FPW Lightning Source (POD) [1372]","200.00 USD",200.00,"FPW Lightning Source (POD) [1372]",Shipped,Shipped,07/09/2022
"09/08/2022 13:32:54",13/09/2022,05/09/2022,,94728531,7573808,0602577470844,1,Music,"United States","Amazon US1 [45]","FPW WorldFront Stock LHR [777]","36.29 USD",36.29,"FPW Amazon Music [1956]",Shipped,Shipped,07/09/2022
"09/08/2022 08:10:51",13/09/2022,08/09/2022,,92089225,7572747,0095115312322,1,Music,"United States","Amazon US1 [45]","FPW In and Out Distribution [2113]","23.43 USD",23.43,"FPW Select/Naxos Music - Disabled [2114]",Shipped,Shipped,11/09/2022
"09/08/2022 07:23:38",09/09/2022,,,94705107,7572617,9781974713264,1,Books,"United States","Amazon US1 [45]",,"19.12 USD",19.12,"Reservable Inbound Stock - LAX [2201]",Canceled,Processing,
"08/08/2022 14:32:46",13/09/2022,27/08/2022,,97441162,7570437,9780349427942,1,Books,"United States","Amazon US1 [45]","FRL Alliance AU - Hachette [2053]","37.31 USD",37.31,"FRL Alliance AU - Hachette [2053]",Shipped,Shipped,30/08/2022
"08/08/2022 12:56:49",08/09/2022,,,99588888,7570161,9781772941609,1,Books,"United States","Amazon US1 [45]",,"65.86 USD",65.86,"Reservable Inbound Stock - JFK [2203]",Canceled,Processing,
"08/08/2022 09:19:04",10/09/2022,23/08/2022,,92979092,7569544,0793631556175,1,Toys,"United States","Amazon US1 [45]","FPW Amazon UK Toys [1589]","21.39 USD",21.39,"FPW Amazon UK Toys [1589]",Shipped,Shipped,24/08/2022
"08/08/2022 02:11:41",08/09/2022,,,96761653,7568557,0011301641069,1,Music,"United States","Amazon US1 [45]",,"26.95 USD",26.95,"Reservable Inbound Stock - LAX [2201]",Canceled,Processing,
"07/08/2022 11:30:26",10/09/2022,08/09/2022,13/09/2022,94331128,7566714,7318599923123,1,Music,"United States","Amazon US1 [45]","FPC LA Rarewaves [1609]","19.64 USD",19.64,"FPW Select/Naxos Music - Disabled [2114]",Shipped,Shipped,07/09/2022
"07/08/2022 08:27:16",13/09/2022,01/09/2022,21/09/2022,97457808,7566203,9781421590523,1,Books,"United States","Amazon US1 [45]","WFL Harper NZ [12]","208.00 USD",208.00,"WFL Harper NZ [12]",Shipped,Shipped,01/09/2022
"07/08/2022 01:44:10",13/09/2022,01/09/2022,21/09/2022,95032015,7565317,9781421560748,1,Books,"United States","Amazon US1 [45]","FRL WorldFront Stock - SYD [666]","218.00 USD",218.00,"WFL Harper NZ [12]",Shipped,Shipped,01/09/2022
"06/08/2022 21:36:35",10/09/2022,17/08/2022,,99179947,7564884,9781509844760,1,Books,"United States","Amazon US1 [45]","FPW Macmillan [1289]","18.84 USD",18.84,"FPW Macmillan [1289]",Shipped,Shipped,18/08/2022
"06/08/2022 12:52:01",10/09/2022,30/08/2022,,97452537,7563680,0093624913245,1,Music,"United States","Amazon US1 [45]","FPW In and Out Distribution [2113]","33.61 USD",33.61,"FPW Proper Music Group - Wholesale Feed [2179]",Shipped,Shipped,31/08/2022
